row.ID,annotation.network.number,NIST_POS_Samp_03.01,NIST_POS_Samp_17.01,NIST_POS_Samp_13.01,NIST_POS_Samp_15.01,NIST_POS_Samp_14.01,NIST_POS_Samp_06.01,NIST_POS_Samp_04.01,NIST_POS_Samp_01.01,NIST_POS_Samp_05.01,NIST_POS_Samp_16.01,NIST_POS_Samp_02.01,NIST_POS_Samp_12.01,NIST_POS_Samp_18.01,NIST_POS_Samp_10.01,NIST_POS_Samp_06.02,NIST_POS_Samp_11.01,NIST_POS_Samp_07.01,NIST_POS_Samp_13.02,NIST_POS_Samp_17.02,NIST_POS_Samp_01.02,NIST_POS_Samp_02.02,NIST_POS_Samp_03.02,NIST_POS_Samp_16.02,NIST_POS_Samp_04.02,NIST_POS_Samp_15.02,NIST_POS_Samp_09.01,NIST_POS_Samp_14.02,NIST_POS_Samp_18.02,NIST_POS_Samp_08.01,NIST_POS_Samp_05.02,NIST_POS_Samp_01.03,NIST_POS_Samp_09.02,NIST_POS_Samp_14.03,NIST_POS_Samp_03.03,NIST_POS_Samp_13.03,NIST_POS_Samp_10.02,NIST_POS_Samp_04.03,NIST_POS_Samp_11.02,NIST_POS_Samp_12.02,NIST_POS_Samp_02.03,NIST_POS_Samp_18.03,NIST_POS_Samp_17.03,NIST_POS_Samp_08.02,NIST_POS_Samp_15.03,NIST_POS_Samp_16.03,NIST_POS_Samp_07.02,NIST_POS_Samp_05.03,NIST_POS_Samp_06.03,NIST_POS_Samp_10.03,NIST_POS_Samp_11.03,NIST_POS_Samp_12.03,NIST_POS_Samp_08.03,NIST_POS_Samp_07.03,NIST_POS_Samp_09.03
69,10,67417.88,73964.92,89955.17,74552.875,60036.625,94223.336,79278.67,92415.2,86718.85,64275.953,82832.36,171460.38,68639.56,133940.53,0,154235.58,176839,125814.32,0,110231.25,164752.42,104520.94,0,135119.81,123013.5,235548.03,0,0,256188.88,0,159969.64,193966.42,0,175313.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,1,2006397.8,2179207.2,2337304,1824658.9,1748144.8,2265853.5,2304102.8,2452130.5,2184425.5,1618263,2219958,2808605,1561600.8,2586166.8,1846171,2774626,3134001.5,2463168.5,0,2333435.5,2734265.2,2250545.5,0,2571584.2,2168985.2,3426747.5,0,0,3095177.5,0,2893088,3492478.5,1704137.6,3121657.8,2289311.5,0,0,0,0,0,0,2053481.2,3345419.5,1934084.2,0,0,0,1774222,2819120.2,2646959,0,0,0,3394742
91,NA,753935.2,450342.53,881273.9,809023.75,355379.5,398311.16,666477.8,862617.94,438106.8,570142.2,389306.8,0,309619.25,0,331667.56,0,0,924842.06,0,786400.3,485443.06,857919.4,600211.44,744393.2,910836.75,0,375358.94,0,0,347023.16,894411.4,0,336767.4,1088675,791701.5,0,0,0,0,0,0,397001.22,0,826526.8,0,0,0,284891.44,0,0,0,0,0,0
109,NA,364531.94,82075.72,401624.84,357416.2,350418.78,101440.89,87498.26,443741.9,79984.01,65215.75,407526.22,228909.1,70171.086,222644.73,61123.32,219594.08,805179.7,447213.72,0,366988.22,501714.97,381143.5,74925.04,82652.94,424936.16,957104.6,370834.03,0,925078.06,51987.023,462135.53,933899.44,339964.62,505524.97,0,238804.22,75446.72,166441.62,183710.02,0,0,88957.36,927659.8,374418.56,0,0,0,67068.09,0,0,0,0,0,0
110,94,644699.6,150238.28,715747.5,657122.7,608787.4,131711.6,140011.2,743901,124455.61,122886.586,662192,169544.03,118422.77,181156.55,113233.62,180796.92,1072744,790347.9,122494.29,690471.1,913222.8,726649.2,135554.97,146221.05,766171.44,1103198,723783.25,0,1050933.1,0,767792.4,1104030.6,623889.1,869409.3,695730.9,155883.31,0,0,162284.95,0,100411.445,135725.25,1122200.1,698287.3,0,889382.4,0,118156.42,194217.7,179212.75,169168.27,919758.5,0,1049074.5
84,1,553765.8,573506.5,614071.44,476692.75,436341.6,583127.9,597176.5,600701.9,591109.9,404374.38,563359.1,764164.75,400050.47,691269,513631.47,754927.1,795846.4,680916.75,0,626340.6,770244.06,586798.75,0,665237.6,572504.56,891662.7,0,0,780279.4,0,741913.56,904739.25,446233.7,799004.25,572996.7,0,0,513196.53,0,0,10542.552,537245.2,23292.375,507925.7,0,0,0,491511.4,763944.8,0,614305.4,0,0,965649.6
146,3,52003.4,73107.24,49314.47,47347.72,54267.68,74329.42,86152.94,48141.1,71085.56,67527.17,54436.633,90181.54,57828.46,87623.125,65266.383,104834.266,96618.63,61562.246,78588.52,52643.414,57263.836,52686.03,63470.55,86239.4,57811.586,82356.08,49142.777,63639.992,106825.43,55071.414,54722.883,95015.06,56717.18,71746.02,54412.918,126937.61,85108.86,107450.914,95307.79,60617.938,62474.82,71729.75,93141.56,51821.086,0,84492.06,59511.184,63054.863,101869.18,96585.44,111473.93,0,0,89988.266
627,58,3307886.2,2737307.2,3303270,3016795.2,2839549,2844106,3059293.5,3628643.2,2983045,3056404.8,3313910.5,3783042,2240074.2,4702842,3568710.8,5081528.5,4411250,3503125.2,2421998.8,3674183.2,4174546.8,3586205,3222401.5,4180499.8,3267518.5,5007564.5,3049781.5,2408475.8,4489171.5,3378048.2,4112597.8,4979917.5,2609345,4129133.5,2975246.5,4991818.5,3706202.5,4208277.5,4356704.5,3265638,686212.7,2980203,4879699,2804511.2,0,3857343.8,984603.06,3166051.2,4487179,3275574.2,2948206.8,0,0,4604243
224,3,176916,132412.31,196730.12,210928.78,193499.6,122062.91,118864.34,201168.34,143400.12,96821.88,197691.36,203895.1,113966.72,163048.1,106290.64,185864.66,325027.38,212506.12,101066.69,197824,251665.48,197428.06,0,134066.66,251916.14,381477.38,207166.97,116280.94,365642.8,110796.63,241280.25,342629.75,183252.23,263239.22,212657.92,219178.97,113841.47,146122.72,0,224043.47,0,130911.82,401066.12,224780.05,0,279511.7,8241.859,97433.586,192494.84,185997.45,177256.36,0,0,378181.1
66,NA,45354.973,4325.25,48523.812,43277.367,45141.8,0,3592.0742,58194.543,3619.8296,8028.6772,57185.637,8454.327,7398.7485,5929.043,0,8036.3745,64370.6,51782.406,4767.547,50362.797,68981.34,56614.605,0,4870.3223,35525.906,88878.52,50297.65,8259.436,75161.66,0,56726.85,87841.6,46398.336,63980.266,49280.58,3034.9956,5551.367,8971.45,4519.2266,59933.88,1557.4906,8565.41,78662.17,52677.4,7317.4346,62292.086,2966.5127,2553.4155,8055.4517,5142.51,12417.592,74570.66,18863.098,116240.98
141,84,0,37773.363,0,0,0,29721.62,29548.102,0,38858.727,31795.45,0,52219.05,32893.164,57858.742,29350.5,68023.086,0,0,27499.111,0,0,0,26810.021,36210.312,0,0,0,22730.855,0,28546.35,0,0,0,0,0,43724.95,22552.379,44486.242,42165.082,0,21291.502,27914.67,0,0,0,0,0,20024.543,35526.91,34944.8,0,0,0,0
86,102,35269.61,0,47976.45,38023.625,40693.46,0,0,45769.227,0,0,45636.844,0,0,0,0,2717.7998,96339.836,46889.223,0,48004.445,51852.156,35599.984,0,0,50688.086,132060.84,39731.22,0,93940.92,0,41049.54,72170.695,35031.914,41342.5,21680.338,0,0,0,2797.1062,15078.076,0,0,92583.29,41645.938,0,58829.61,0,0,0,0,0,52340.934,18261.984,67394.46
156,59,22624.588,41186.88,31244.084,20477.395,20516.086,40786.28,42583.312,25897.078,44302.848,36907.87,22019.607,97341.78,34731.77,68868.93,38578.395,80797.51,53515.188,27828.777,33708.816,29411.16,34263.223,32003.488,33430.156,41592.496,32494,60685.836,26425.334,35762.16,57079.758,33887.33,43590.547,60598.01,20850.197,29572.727,26376.615,91988.3,39841.92,62404.33,75785.4,36025.434,25315.559,31654.447,59518.76,27420.127,34947.598,44599.555,48325.34,35752.254,81808.01,67909.97,77165.52,0,0,48100.58
130,6,51897.867,268700.16,90183.836,53331.51,66557.12,272556.84,262587.28,51138.71,233111.28,238792.52,43257.285,390427.53,227451.61,372176.12,205742.36,324555.72,87073.03,71143.22,126328.46,63560.38,88582.04,66907.17,0,287558.47,76986.92,112909.55,62118.875,0,88603.336,187776.98,83182.625,118163.16,45443.37,73577.984,31758.328,394952.03,202680.47,277365.34,327788.56,38323.21,0,207094.98,0,78573.7,0,86786.336,128025.91,198072.98,352965.1,16728.021,0,91597.38,31805.941,46478.227
182,3,209998.69,165322.14,204985.3,178097.95,175807.03,167650.08,172985.52,261882.6,147365.25,149583.28,211703.77,236138.11,142260.44,241443.02,175902.02,243932.94,276262.06,214393.64,152501.03,180854.14,228024.08,208992.83,171546.17,184420.53,145020.95,344372.38,189929.5,157843.84,329795.53,162207.89,186204.31,259380.61,175457.75,0,138888.89,274492.7,183506.42,229213.2,201805.34,192822.53,134654.77,164063.75,330935.88,98829.18,150097.94,0,163188.33,160801.02,244641.6,236158.89,221828.16,0,0,0
154,51,1098770.8,83951.68,1136879.6,1080213.2,1041102.94,84826.13,94502.64,1011517.4,91627.57,81851.24,1116011.1,104193.734,64121.258,126230.5,62904.17,131733.27,1637405.8,1285756,81630.24,1162714.1,1370207.1,1140168.8,94259.1,100063.555,1274815.4,1845292.4,1214432,86168.516,1613244.6,72150.68,1294448.1,1879691.4,1040110.3,1338291.5,1111355.2,135023.73,105558.73,108359.37,105046.66,1178286.5,56317.29,88974.95,1925614.1,1127371.4,0,1750050.2,85676.04,77567.9,140417.94,115555.914,128553.34,1539576.1,1662065.5,1775186.4
158,NA,46218.586,73054.945,105763.27,68736.36,75991.016,37375.684,41921.87,63135.65,46411.137,68939.83,65641.31,55363.855,43303.297,84207.98,30707.107,57277.586,154492.47,122718.67,89201.875,38391.28,64077.117,43932.04,80053.586,44508.113,89412.79,125353.42,73302.13,65116.68,131820.66,46635.777,48517.36,104658.055,73192.59,54453.133,120739.336,70750.086,37305.145,46550.594,46391.53,35831.312,52714.83,81383.57,72977.61,75184.22,68124.48,93670.03,21902.867,34287.555,70013.23,71626.25,57241.98,8866.221,16058.596,134456.16
208,11,13212.371,95588.164,10462.719,17024.55,20293.018,65104.695,85451.984,15332.89,88974.09,83723.39,11902.268,152932.94,93705.34,175798.08,86744.2,151539.6,14241.727,6869.91,99120.5,20219.6,17609.26,13276.099,84608.79,102771.01,13194.926,21722.115,13461.514,90639.26,25604.566,83499.38,16814.117,16600.445,10716.99,13003.332,10675.93,166473.98,85611.484,154177.8,159122.31,12924.5205,67828.12,74767.6,28876.293,7781.669,67156.2,20783.736,76268.24,79620.68,149426.11,130971.164,139853.55,15279.968,26363.182,17667.27
79,NA,73100.336,15680.963,105507.69,85693.93,82947.07,10471.512,12352.906,105468.54,11348.037,12406.606,69549.484,30016.215,12332.133,29409.893,14673.434,26186.36,187040.86,137601.23,15526.998,0,192686.5,0,18182.12,13446.443,144527.19,247421.53,0,17441.652,273701.53,17060.639,12294.929,0,0,0,0,0,25087.598,20804.445,14125.99,0,12525.636,13021.689,2013.6167,25601.945,0,8037.9873,10768.069,15286.873,42477.152,40728.79,7445.8105,0,0,0
178,116,64239.52,48637.098,72922.16,58883.555,89912.086,40502.91,41574.78,61294.34,59475.54,44168.902,96742.09,49126.234,39684.105,53848.836,33700.32,77109.98,88645.23,81829.11,49636.03,68288.414,78582.766,83078.38,43573.938,39683.273,67193.125,95253.66,68977.37,50445.953,133288.02,37260.824,99528.72,104194.73,85553.08,109376.48,63327.75,65681.76,64662.89,53758.72,85409.87,72621.336,23173.717,45679.008,170626.8,89873.86,36260.387,78698.97,53796.043,14545.705,69898.84,76214.04,68394.34,152553.66,105873.555,161627.81
190,270,79922.05,109796.75,81565.61,75079.43,70434.8,73284.81,101759.02,96052.85,93163.98,85211.17,80529.73,146544.56,76918.51,136820.05,93540.055,87971.7,114523.26,94779.87,74222.93,56739.574,81982.58,83479.125,103843.234,107286.07,98787.35,112333.57,94610.7,91183.23,132581.48,92181.28,88840.73,101115.664,73971.77,54204.066,54294.137,152084.53,107366.88,147005.5,143095.5,80838.28,13007.139,85393.75,125815.984,77912.38,94432.77,98066.125,77537.48,74871.38,149300.22,155992.88,134805.17,63291.89,118852.97,151510.08
202,NA,83695.414,49824.227,143803.2,82824.53,74077.32,32263.293,49355.21,83848.69,31868.418,36432.887,86365.12,49839.93,27974.598,50514.82,58689.055,38017.297,211214.4,162086.06,70250.86,102219.23,128724.805,117555.22,35897.87,60251.66,111070.375,256742.78,94075.36,34055.84,170623.16,53793.664,127504.28,265207.6,98021.74,136328.22,144295.84,67294.16,61889.887,50474.11,72812.62,108504.234,33090.062,74449.66,244822.48,104444.516,46616.324,223589.27,50243.61,66136.17,75685.96,66043.69,78540.945,211172.5,280480.6,238562.3
58,NA,11969.902,104661.3,9277.658,7503.146,8645.035,136041.52,134989.53,7513.8105,127452.74,71763.61,11969.469,181481.92,101491.84,177996.36,0,191468.14,11552.733,6096.7637,47980.168,4752.9365,10577.063,0,0,134165.84,4083.771,17081.592,3520.4375,0,18353.553,13098.757,11790.778,4109.924,8631.377,6749.67,5545.3535,0,4285.9346,0,0,9009.552,0,0,5535.2617,8555.022,0,0,52610.508,83869.83,139170.03,0,0,14327.824,5552.6772,6016.393
145,NA,132465.06,41633.633,133361.44,128548.78,126428.58,49940.617,38615.133,135468.22,47890.617,35536.613,130520.62,70924.02,38190.418,77705.586,4931.894,78879.97,195504.92,161441.11,4072.1074,136358.86,164604.12,142637.02,10798.232,50281.633,168042.5,209500.14,151717.88,4919.276,220075.69,37940.523,156526.94,212819.84,127914.14,158637.22,114202.98,41120.67,19146.387,53273.14,59534.23,132382.16,2736.9045,0,240985.3,140090.02,27723.219,171631.2,0,31459.871,84295.75,72629.6,62135.324,185231.1,187227.42,214895.8
210,7,209079.25,141474.67,177230.7,166382.16,144989.58,95021.016,89865.27,183273.06,114378.9,121596.42,110012.1,216603.23,125858.83,236105.77,131109.56,208352,257679.44,192375.78,132229.9,166465.69,207926.89,199483.03,162105,168388.48,219151.39,251658.84,200154.11,143636.53,275106.16,114731.94,208916.97,370002.9,178602.58,231657.44,184571.73,252225.9,139571.73,216963.83,208796.84,206923.28,124740.336,142891.92,375868.97,196525.95,137263.28,352921.8,150325.52,143192.97,230021.17,219990.98,243708.7,351641.25,339167.72,346307.3
207,NA,20446.674,30378.621,24644.727,16521.746,18541.848,35336.863,27878.078,38476.254,30925.785,22279.826,20692.309,39684.22,19020.852,48020.44,12496.61,46523.914,34054.176,25117.11,11576.98,23070.84,33358.2,26353.934,0,31385.643,19014.602,35023.246,2117.3467,2936.7207,62535.508,16448.162,25109.48,10470.701,13339.077,17925.768,23670.207,49742.59,23505.465,36627.145,2787.9482,0,20882.7,18825.44,35822.992,4440.391,0,21302.371,18619.16,7921.4355,41063.656,18363.752,41046.117,23344.238,16337.757,10785.451
96,NA,877859,668264.75,874405.44,741783,691246.94,777388.94,803531.44,990942.1,753438.5,521553.03,896487,1484863,528432.4,1362141.4,0,1417332.1,2061270,787988.94,7776.9565,0,1014494.2,0,0,775194.94,844213.25,2263281.5,8329.428,0,2212055.8,0,978656.1,0,0,1083031.9,755028.06,0,0,0,0,0,0,7558.408,2177274,702765.2,0,0,8948.394,0,1389658.4,26089.107,0,0,0,2059203.9
245,71,142186.11,121508.43,97538.57,143439.94,113436.48,129707.93,141848.48,162700.36,137484.8,112003.945,158251.97,130766.8,104099.68,169271.77,128919.875,224657.48,222915.48,55034.21,106862.45,160188.89,179627.6,166624.38,118983.43,169232.75,108518.49,225424.45,114283.99,119326.9,213693.88,129960.47,182974.2,163751.27,126936.484,168603.34,128740.555,210515.55,147595.3,184511.4,192914.4,121359.06,113944.56,108991.23,232591.06,138804.95,100347.75,218445.78,138400.34,124141.34,197140.05,208041.17,171506.11,187489.2,126992.8,168900.12
214,33,12896.117,12897.698,21054.455,15197.279,21673.262,22385.04,25182.588,19023.676,17335.975,13391.745,20252.467,28615.977,14789.625,45258.69,17920.852,31241.102,31443.266,12501.342,20202.283,24100.332,22038.447,13016.292,19416.914,20728.566,18170.852,35737.06,18606.314,22199.537,20981.238,15388.193,12310.74,15425.265,8507.151,24249.709,19106.621,35236.395,12685.289,8610.605,27990.191,15977.979,9773.799,8392.373,33199.227,17611.512,11166.893,22531.586,10996.412,16531.232,28139.852,27427.559,21882.998,25183.262,20661.912,33291.066
228,NA,18164.887,73599.734,7810.744,14982.012,13532.994,59059.72,66274.71,15395.574,67079.63,59448.01,21790.033,96049.19,66127.02,96423.96,81506.1,119397.83,32293.875,19059.66,77621.91,15605.146,22762.37,19800.787,76395.17,83689.18,20686.11,35852.023,17322.982,69285.86,25144.355,58681.266,23597,39370.395,13858.969,13805.1455,24946.719,142010.1,78184.92,125035.05,102905.43,11590.824,61748.58,67293.6,49363.508,18046.348,68652.93,34050.46,65421.766,71302.47,119921.125,119209.27,116752.56,35167.793,43634.94,35161.504
236,170,70311.39,151395.02,69266.33,64443.742,78730.37,142636.95,139342.81,60106.723,137571.86,129172.195,66540.49,251957.31,138018.38,231734.05,144981.52,260320.3,127598.45,92938.26,146852.16,65580.22,95129.08,71706.44,151795.69,164247.62,84261.28,165703.42,94469.59,148473.48,143782.25,149660.56,75643.414,150183.56,66286.625,91310.02,73739,281366.75,149492.75,249173.78,246901.06,76580.96,119924.47,138895.48,143739.28,70363.22,138134.69,151203.55,160038.38,142715.39,245810.27,232963.38,261498.42,120989.07,140821.64,142714.3
237,13,183194.2,134338.84,188676.95,189488.56,159435.86,128268.53,130117.086,193750.67,143797.84,115881.65,203391.53,212342.23,118678.95,198828.8,117773.516,222792.38,273551.28,218397.4,141247.98,225495.11,252995.69,202474.31,136505.52,153305.02,228708.3,286706.78,198093.5,121215.85,271243.7,124541.32,233449.81,301144.38,174745.45,280747.6,202676.83,235232.28,150668.1,185715.44,217939.5,238471.61,7794.182,11422.273,321456.25,207942.16,121664.93,254580.39,134665.62,113346.27,242586.16,222612.77,221052.33,282029.25,272911.38,290408.94
47,NA,19198.586,27352.441,24628.285,14984.8125,19297.217,38916.773,30980.775,27744.926,34256.92,18343.168,22632.941,30078.469,20041.143,26961.867,21068.842,28419.139,43219.46,26923.799,0,2919.545,37444.12,21372.762,0,26812.535,24989.527,38524.23,5200.3027,0,30302.988,1671.0441,33572.574,0,2000.3992,37827.875,0,0,0,0,0,0,0,2861.7656,38098.367,3076.706,0,6352.092,3776.5845,24147.96,47436.293,0,0,6142.0947,6536.842,39114.453
191,NA,33994.566,171330.3,45766.824,43693.992,50560.14,203514.66,191258.86,64217.04,187201.9,154156.4,50216.74,250401.88,18255.855,300362.56,140701.45,274382.8,72672.5,48017.285,133288.08,46661.055,56159.07,68984.234,7226.2617,189238.8,41166.45,94262.766,55070.17,11253.498,86667.54,100379.64,56638.535,76038.39,0,67296.45,53920.77,0,91961.195,153657.3,11247.153,43751.867,0,0,2968.748,52230.297,0,83135.93,0,144952.55,53012.645,33010.965,0,81121.64,48704.004,102304.56
248,81,36094.184,55457.973,28998.268,32436.23,41503.324,49014.08,55526.055,26032.625,55181.64,64007.562,29868.678,81924.8,56699.016,71490.68,66825.45,125699.75,55013.918,41535.445,61473.605,28473.414,27261.9,19289.207,63102.984,71383.875,55482.113,50613.977,30401.312,73135.56,42785,54064.242,46163.523,78357.32,33337.438,37421.89,38196.75,77821.81,73451.74,80386.984,90156.664,30461.643,58952.65,69971.67,44905.938,40854.17,66167.52,37704.97,65816.86,54700.68,78131.52,94221.26,92504.05,97124.24,75521.914,32201.654
168,6,236839.5,339549.88,261779.48,285124.8,245896.64,303800.75,322118.56,242213.53,321434.38,304809.44,248554.52,409961.75,286634.9,352124.66,319779.28,406210.2,293138.62,315953.88,333766.1,316604,322735.16,305565.44,337009.38,386091.2,329355.7,356793.16,288920.2,330161.03,283359.6,310805.38,402028.84,374883,288421.34,374854.44,284135.62,442528.84,360751.8,412392.53,532824.3,291558.03,320786.6,314046.06,327386.72,290208.53,308583.94,312391.22,374134.97,330121.6,389706.12,488558.4,528317,167765.62,347846.97,365839.56
260,NA,52435.04,47289.52,52970.316,46735.93,43969.273,46937.547,34252.082,41480.56,50753.945,49457.37,32149.922,74721.12,48973.855,48130.297,39292.715,97575.5,101798.97,42658.76,29530.102,28515.375,67079.06,60016.914,30340.133,36952.344,46616.5,108771.12,55587.027,57711.13,103336.26,30530.121,53893.51,102975.85,53844.99,58747.58,24812.143,89689.95,43612.54,72520.18,90109.53,51940.875,27071.182,41597.383,111199.305,54660.938,36049.062,92209.7,46041.227,50234.066,85462.164,81618.87,53979.125,77993.55,81570.195,98773.19
186,NA,65505.836,84146.72,89482.05,87961.7,74496.586,88324.414,89153.56,83209.47,80392.91,66537.13,74627.03,207927.42,81097.61,134523.03,56575.57,189650.16,241410.03,87123.61,11558.271,98130.94,105035.89,86918.375,71487.336,90776.86,88972.92,230331.25,79172.53,79391.484,201240.6,70812.94,104519.28,188709.61,2489.3267,111542.914,3252.5474,168512.39,45034.684,111293.8,12254.367,0,9960.028,2283.1948,220250.23,80978.65,0,126072.2,6461.079,63840.336,164236.11,9642.1045,7971.049,7372.1187,4000.3806,201199.94
268,81,51324.46,55322.887,43015.51,34885.53,48470.91,68885.99,48872.285,43835.94,44871.234,52216.418,33522.996,117222.83,52812.68,115484.16,68512.234,125984.04,111550.46,64977.457,64080.8,45333.2,70009.86,66008.2,62647.406,72139.54,36576.195,116271.06,57464.625,66496.625,77370.06,65193.703,62256.086,65244.277,45214.207,69120.31,55467.62,145372.92,61205.027,111789.625,129446.016,56202.676,47072.043,74752.08,118280.414,42824.11,53708.83,102711.67,57520.99,79331.76,42331.117,123706.98,144776.2,96016.55,118351.59,100744.48
93,29,207058.55,640296.2,228049.78,200942.88,192063.83,613648.25,593326.44,235658.86,587878.06,497652.47,193014.8,981532.3,494912.12,919188.2,482203.88,973116.75,371560.53,233107.95,0,177081.28,256929.98,196223.84,0,688398.06,208061.78,412395.8,193498.98,0,373953.38,470169.38,206109.42,26935.996,173962.42,241100.03,28297.873,975411.8,0,54907.82,40969.387,0,16094.483,494052.56,381894.78,196187.42,0,48334.8,0,0,868526.06,53826.914,63591.445,0,0,373628.53
267,80,120463.836,50845.7,114515.46,83260.96,74253.36,34588.066,40952.367,110390.45,38442.1,36875.285,103922.516,47716.47,23614.25,33912.027,43847.695,70841.28,228310.39,138412.11,54810.402,112492.91,116954.56,125062.18,29361.877,36649.69,91425.34,211390.05,103651.53,27889.45,213223.12,39861.406,124797.734,208736.81,81041.14,124163.62,124030.51,79558.22,57294.73,51991.047,75931.234,107663.91,27394.756,25058.098,207193.03,73558.84,32391.018,220813.78,22567.238,34975.6,56461.29,69148.18,67874.81,193190.38,222410.44,209174.33
185,40,26710.23,61562.83,22426.254,20135.28,28480.188,61356.453,59099.81,20217.41,70828.05,46012.1,25075.389,106198.08,52193.457,104077.04,44652.56,115219.24,29671.928,0,3243.8823,25103.465,25691.014,20738.28,2370.2078,75350.72,28130.08,52732.164,20000.875,6496.443,52140.15,54575.516,21906.97,56523.973,0,0,20798.312,116928.914,56627.793,76044.24,0,12855.923,3486.5625,55269.71,3122.4883,21036.482,7352.907,4633.4897,1907.1077,41851.492,114009.516,4551.581,88573.984,22862.922,46003.207,1971.9783
128,156,29716.049,35526.492,17157.922,28745.123,20255.496,27567.723,34197.14,21761.973,33331.094,31271.352,18931.701,37623.65,9475.183,46648.54,20251.11,47759.977,42279.08,15139.393,27439.812,15780.953,36375.207,11890.418,35268.324,28012.672,14616.383,24523.836,11603.45,14358.725,34570.914,19326.19,10953.197,24601.45,6873.9375,11533.527,20209.29,45472.99,10532.336,16109.549,46353.465,7402.9863,8720.145,3498.1821,35922.883,7636.342,32782.633,38725.723,22983.098,21481.652,14231.38,25890.727,30095.164,14357.119,22767.184,24832.105
273,NA,124502.97,49743.336,105970.6,80595.53,75144.84,67004.65,72682.9,68613.68,73227.01,67525.17,90961.6,122512.87,37425.83,105419.97,90828.805,129305.766,162617.34,109901.04,70041.445,161695.45,129059.56,143349.89,52083.188,133243.36,106810.336,205742.22,105179.61,68729.16,139088.42,103530.945,134540.36,194089.27,79175.13,152351,94715.06,157970.3,81567.77,155317.08,142174.08,124421.35,60044.676,69241.48,170839.97,81066.8,43234.45,202692.83,77843.35,87670.18,118574.48,126400.54,119965.66,158300.9,202993.75,183600.9
249,27,14002.106,21657.588,5110.937,8993.016,9104.509,36164.215,58251.78,6236.583,43896.234,24517.922,11635.044,57073.094,25188.094,59477.133,56257.977,33370.746,12833.865,10269.699,95654.57,11044.461,15997.275,7655.2617,47186.95,33829.84,4656.472,13501.182,18502.164,36276.715,23882.062,28448.867,6257.6875,24753.117,4976.7695,8660.777,12714.931,59970.26,12656.775,49925.68,70214.27,7921.539,24787.053,23162.752,36673.68,5135.142,15629.857,20286.695,33264.312,23859.959,61631.117,62410.746,86508.84,15099.224,11539.083,26829.586
275,159,80409.7,93788.97,73064.875,69307.28,66523.98,97215.13,80071.78,72236.91,85868.09,80880.62,75807.04,150869.4,74296.125,149234.02,90556.51,144622.11,139951.89,79587.15,83288.484,61462.86,83589.164,84349.33,83200.195,103342.69,81796.59,144629.11,84268.35,84776.984,123769.9,73749.78,90301.07,114640.46,58299.156,79579.43,59341.39,170661.62,89466.78,151947.53,123999.54,69311.16,77511.05,78121.61,152179.14,86900.24,62189.16,151855.28,93745.15,65933.02,142523.28,137241.61,145151.84,148604.98,95120.87,146569.89
328,136,30959.678,69352.28,18570.227,34608.93,17883.168,49358.86,85540.46,14476.199,83647.92,60715.688,9884.396,101691.88,80432.32,119459.37,99309.7,135399.66,68864.914,41235.82,61250.57,28453.395,25593.389,31386.53,93456.305,77178.82,35829.207,38987.93,41442.1,64891.824,43483.14,60850.32,27853.645,41899.902,9861.761,10932.966,28631.713,156035.62,81495.82,115957.78,157473.55,12339.208,61154.55,51660.367,39966.95,7790.64,17994.484,40562.258,68764.484,49502.188,37571.848,73986.89,162498.9,59738.758,60600.35,21529.168
294,7,227572.02,65820.54,206431.8,205982.48,219741.56,60080.83,64354.758,219843.1,56940.58,67737.86,213577.92,120375.84,64356.664,130139.375,76209.23,108741.14,353621.34,241857.72,65058.543,241212.48,265688.44,256037.61,71111.76,76837.4,252508.5,412352.72,237525.83,64253.586,373445.72,65906.734,253832.11,398158.03,201337.11,254784.33,218329.44,121195.78,76889.91,112826.55,132193.28,247358.1,64815.69,62475.953,441215.22,212334.98,63107.652,414922.97,81829.125,70523.305,89369.22,107328.85,123601.664,395213.66,389763.8,389503.62
292,56,310958.3,113394.016,320829.25,279306.56,256875.14,123629.29,113501.58,285111.97,126814.55,84677.78,269508.28,144355.95,81051.56,154357.98,139837.58,162400.81,541224.44,365149.2,128246.6,357823.7,374837.25,352809.2,102483.28,157267.38,331299.2,555372.56,299002.3,104438.17,443880.88,124959.77,391574.28,559637.8,266927.4,399688.56,339715.84,217224.5,156584.78,152149.25,182273.97,343130.2,104965.56,124984.53,604581.1,294825.16,102315.836,610599.8,150848.61,146630.97,179599.12,168780.23,197214.34,579970.44,623179.2,590482.3
298,21,104364.69,230857.9,102752.805,63238.023,81653.41,229625.47,241620.69,108107.016,224990.3,197817.94,97472.805,411293.88,186417.05,392236.75,259992.7,424874.34,172628.6,115018.016,229670.64,97117.34,116532.445,108524.64,220579.84,269277.7,113072.12,221811.6,96887.164,223407.88,177044.92,234502.72,119459.73,195908.94,95799.8,130348.75,96896.13,467204.62,267075.03,384835.9,475810.56,79941.4,212865.67,247757.72,217016.52,96705.24,217422.42,202816.1,257237.23,236732.05,418655.2,413342.7,454489.53,198108.27,139583.67,166114.7
